number,french_lemma,thematic,pos,english,example,example_french,word count,example_english,range_count,frequency_raw,range_pipe_frequency
1578,catholique,Relationships,nadj(f),Catholic,ma sœur était une fervente catholique -- my sister was a devout Catholic,ma sœur était une fervente catholique,6,my sister was a devout Catholic,80,791,80 | 791
1580,adulte,Relationships,nadj(f),adult,* je me suis sentie devenir une adulte -- I felt myself becoming an adult,je me suis sentie devenir une adulte,7,I felt myself becoming an adult,78,883,78 | 883
1588,spécialiste,Relationships,nadj(f),specialist,* il y a des spécialistes pour ça -- there are specialists for that,il y a des spécialistes pour ça,7,there are specialists for that,76,941,76 | 941
1594,sexuel,none,adj,sexual,* il y a des pervers sexuels partout -- there are sexual perverts everywhere,il y a des pervers sexuels partout,7,there are sexual perverts everywhere,76,938,76 | 938
1597,âgé,none,adj,old,* ces hommes sont tous très âgés maintenant -- these men are all very old now,ces hommes sont tous très âgés maintenant,7,these men are all very old now,68,1350,68 | 1350
1600,parfait,none,nadj,perfect,* je suis en parfaite santé -- I'm in perfect health,je suis en parfaite santé,5,I'm in perfect health,72,1161,72 | 1161
1605,incapable,Emotions,nadj(f),"incapable, incompetent",* il est incapable de rentrer dans des détails concrets -- he's incapable of delving into concrete details,il est incapable de rentrer dans des détails concrets,9,he's incapable of delving into concrete details,82,668,82 | 668
1608,universel,none,nadj,universal,* nous voulons un régime de santé universel -- we want a universal health care system,nous voulons un régime de santé universel,7,we want a universal health care system,77,876,77 | 876
1614,inutile,none,nadj(f),useless,* notre travail vous semble inutile -- our work seems useless to you,notre travail vous semble inutile,5,our work seems useless to you,79,796,79 | 796
1618,prisonnier,Relationships,nadj,"prisoner, captive",* je viens demander la libération d'une prisonnière -- I have come to ask for the release of one female prisoner,je viens demander la libération d'une prisonnière,7,I have come to ask for the release of one female prisoner,73,1071,73 | 1071
1622,familial,none,adj,family,* la violence familiale n'est que trop fréquente -- family violence is only too frequent,la violence familiale n'est que trop fréquente,7,family violence is only too frequent,76,947,76 | 947
1625,armé,none,adj,armed,* ils ont croisé un homme armé -- they came upon an armed man,ils ont croisé un homme armé,6,they came upon an armed man,69,1240,69 | 1240
1627,étonnant,none,nadj,"surprising, amazing, incredible",* il est étonnant de voir combien d'argent on peut obtenir -- it's striking to see how much money one can obtain,il est étonnant de voir combien d'argent on peut obtenir,10,it's striking to see how much money one can obtain,84,570,84 | 570
1637,fiscal,Adjectives – differences across registers,adj,fiscal,* le régime fiscal n'est pas juste -- the tax system is not fair,le régime fiscal n'est pas juste,6,the tax system is not fair,57,1878-l +s,57 | 1878-l +s
1643,pur,none,nadj,pure,* l'oxygène pur annihile toute douleur -- pure oxygen obliterates all pains,l'oxygène pur annihile toute douleur,5,pure oxygen obliterates all pains,70,1183,70 | 1183
1660,concret,none,nadj,concrete,* que proposez-vous comme solutions concrètes? -- what concrete solutions do you propose?,que proposez-vous comme solutions concrètes?,5,what concrete solutions do you propose?,76,881,76 | 881
1665,juridique,Adjectives – differences across registers,adj(f),"legal, judicial",* le système juridique gêne le travail des policiers -- the legal system hinders police work,le système juridique gêne le travail des policiers,8,the legal system hinders police work,66,1342-l,66 | 1342-l
1666,espagnol,Nationalities,nadj,Spanish,"* vous n'êtes pas espagnole, vous -- you're not a Spaniard","vous n'êtes pas espagnole, vous",5,you're not a Spaniard,66,1362,66 | 1362
1674,soviétique,Nationalities,nadj(f),Soviet,* une sonde spatiale soviétique se pose sur Vénus -- a Soviet space probe is sitting on Venus,une sonde spatiale soviétique se pose sur Vénus,8,a Soviet space probe is sitting on Venus,73,1009,73 | 1009
1675,volontaire,Relationships,nadj(f),volunteer; voluntary,* je me porte volontaire pour sortir -- I hereby volunteer to go outside,je me porte volontaire pour sortir,6,I hereby volunteer to go outside,82,632,82 | 632
1679,indien,Nationalities,nadj,Indian,* la police fédérale indienne va enquêter -- the Indian federal police is going to investigate,la police fédérale indienne va enquêter,6,the Indian federal police is going to investigate,70,1166,70 | 1166
1681,définitif,none,nadj,"definitive, final",* je n'ai pas pris de décision définitive à ce sujet -- I haven't taken a final decision on this subject,je n'ai pas pris de décision définitive à ce sujet,10,I haven't taken a final decision on this subject,79,751,79 | 751
1684,annuel,none,adj,annual,* l'inflation annuelle a augmenté à 4.1 % -- annual inflation grew by 4.1%,l'inflation annuelle a augmenté à 4.1 %,7,annual inflation grew by 4.1%,70,1155,70 | 1155
1689,célèbre,none,adj(f),famous,* elle était une musicienne célèbre dans notre pays -- she was a famous musician in our country,elle était une musicienne célèbre dans notre pays,8,she was a famous musician in our country,78,773,78 | 773
1690,ouest,none,"adji,nm",west,* le vent arrive toujours de l'ouest -- the wind always blows from the west,le vent arrive toujours de l'ouest,6,the wind always blows from the west,65,1375,65 | 1375
1696,communiste,Relationships,nadj(f),communist,* les communistes ont toujours une certaine influence -- the communists still have some influence,les communistes ont toujours une certaine influence,7,the communists still have some influence,70,1118,70 | 1118
1702,saint,Relationships,nadj,"saint, holy",* je priais devant la statue de la Sainte Vierge -- I was praying before the statue of the Holy Virgin,je priais devant la statue de la Sainte Vierge,9,I was praying before the statue of the Holy Virgin,68,1222,68 | 1222
1703,conséquent,none,nadj,"logical, rational, consistent","* il semble, par conséquent, que nous soyons face à une contradiction -- consequently it seems that we are facing a contradiction","il semble, par conséquent, que nous soyons face à une contradiction",11,consequently it seems that we are facing a contradiction,68,1221,68 | 1221
1714,électoral,none,adj,electoral,* les campagnes électorales sont affaire de pouvoir -- electoral campaigns involve power,les campagnes électorales sont affaire de pouvoir,7,electoral campaigns involve power,65,1339,65 | 1339
1715,ennemi,Relationships,nadj,enemy,"* s'il est l'ennemi de notre ennemi, c'est un ami -- the enemy of our enemy is our friend","s'il est l'ennemi de notre ennemi, c'est un ami",9,the enemy of our enemy is our friend,69,1155,69 | 1155
1731,calme,none,nadj(f),calm,* le temps est désormais très calme -- the weather has since been very calm,le temps est désormais très calme,6,the weather has since been very calm,65,1353,65 | 1353
1733,sévère,Emotions,adj(f),severe,"* ils sont contrôlés de façon sévère, de façon méticuleuse -- they are strictly, meticulously controlled","ils sont contrôlés de façon sévère, de façon méticuleuse",9,"they are strictly, meticulously controlled",82,606,82 | 606
1739,monétaire,Adjectives – differences across registers,adj(f),monetary,* le travailleur désire une élévation de salaire monétaire -- the worker wants an increase in monetary salary,le travailleur désire une élévation de salaire monétaire,8,the worker wants an increase in monetary salary,57,1747,57 | 1747
1746,indispensable,none,adj(f),essential,* le gouvernement français estime cette opération indispensable -- the French government deems this operation essential,le gouvernement français estime cette opération indispensable,7,the French government deems this operation essential,77,807,77 | 807
1759,immense,none,adj(f),immense,* nous vivons dans un territoire immense -- we live in an immense territory,nous vivons dans un territoire immense,6,we live in an immense territory,73,946,73 | 946
1760,massif,Natural features and plants,nadj,massive,* une faillite institutionnelle massive se produit -- a massive institutional failure took place,une faillite institutionnelle massive se produit,6,a massive institutional failure took place,72,971,72 | 971
1762,constant,none,adj,constant,* vous travailliez tous de façon constante -- you all work in a consistent manner,vous travailliez tous de façon constante,6,you all work in a consistent manner,82,604,82 | 604
1763,sain,none,adj,"healthy, sane","* si vous menez une vie saine, vos réduisez vos risques -- if you live a healthy life, you reduce your risks","si vous menez une vie saine, vos réduisez vos risques",10,"if you live a healthy life, you reduce your risks",85,468,85 | 468
1765,aérien,none,adj,aerial,* les renforts aériens arrivent -- air support is arriving,les renforts aériens arrivent,4,air support is arriving,65,1299,65 | 1299
1768,socialiste,Creating nouns – 1,nadj(f),socialist,* les pays que nous appelons socialistes aujourd'hui ne le sont pas du tout -- countries that we call socialist today really aren't at all,les pays que nous appelons socialistes aujourd'hui ne le sont pas du tout,13,countries that we call socialist today really aren't at all,63,1367,63 | 1367
1770,régulier,none,adj,regular,* travaillez-vous avec des clients réguliers -- do you work with regular clients?,travaillez-vous avec des clients réguliers,5,do you work with regular clients?,85,484,85 | 484
1792,potentiel,none,nadj,potential,* elle a vraiment un bon potentiel! -- she really has great potential!,elle a vraiment un bon potentiel!,6,she really has great potential!,76,813,76 | 813
1793,agricole,none,adj(f),"agricultural, farming",* les subventions agricoles sont des taxes -- farm subsidies are taxes,les subventions agricoles sont des taxes,6,farm subsidies are taxes,60,1520,60 | 1520
1794,intellectuel,Relationships,nadj,intellectual,* je crois que la vie intellectuelle changerait profondément -- I think that intellectual life would change dramatically,je crois que la vie intellectuelle changerait profondément,8,I think that intellectual life would change dramatically,68,1134,68 | 1134
1797,artiste,Creating nouns – 1,nadj(f),artist,* l'artiste refait le monde à son compte -- the artist remakes the world according to his own fashion,l'artiste refait le monde à son compte,7,the artist remakes the world according to his own fashion,68,1118,68 | 1118
1801,uniforme,none,"adj(f),nm","uniform, steady, regular","* vous ne portiez pas d'uniforme, quoique armé -- you weren't wearing a uniform, even though you were armed","vous ne portiez pas d'uniforme, quoique armé",7,"you weren't wearing a uniform, even though you were armed",84,503,84 | 503
1802,fidèle,none,nadj(f),faithful,* tes hommes te sont fidèles -- your men are faithful to you,tes hommes te sont fidèles,5,your men are faithful to you,76,806,76 | 806
1809,administratif,none,nadj,administrative,* j'occupe actuellement un poste administratif -- I currently hold an administrative position,j'occupe actuellement un poste administratif,5,I currently hold an administrative position,75,822,75 | 822
1810,effectif,none,nadj,"effective; size, workforce",* Volkswagen supprime un quart de ses effectifs aux Etats-Unis -- Volkswagen is eliminating a quarter of its workforce in the U.S.,Volkswagen supprime un quart de ses effectifs aux Etats-Unis,9,Volkswagen is eliminating a quarter of its workforce in the U.S.,69,1082,69 | 1082
1811,communautaire,Adjectives – differences across registers,adj(f),"community, communal",* une intervention au niveau communautaire ne se justifiait pas -- community intervention was not justified,une intervention au niveau communautaire ne se justifiait pas,9,community intervention was not justified,56,1664-l +s,56 | 1664-l +s
1812,individuel,none,adj,individual,* la religion se fait sur une base individuelle -- religion happens at an individual level,la religion se fait sur une base individuelle,8,religion happens at an individual level,76,807,76 | 807
1814,original,none,nadj,original,* dire que la ville était belle était original -- to say that the city was beautiful was quite a stretch,dire que la ville était belle était original,8,to say that the city was beautiful was quite a stretch,81,604,81 | 604
1827,susceptible,none,adj(f),"sensitive, touchy","* oh! ce que vous pouvez être susceptible mon ami -- gee, can you ever be touchy, my friend",oh! ce que vous pouvez être susceptible mon ami,9,"gee, can you ever be touchy, my friend",80,640,80 | 640
1828,étroit,Emotions,adj,"narrow, tight",* ils demeurèrent quelques instants dans l'étroit couloir -- they lingered for a few moments in the narrow corridor,ils demeurèrent quelques instants dans l'étroit couloir,7,they lingered for a few moments in the narrow corridor,75,810,75 | 810
1841,content,none,adj,"glad, pleased, happy",* elles étaient très contentes d'y aller -- they were very happy to go there,elles étaient très contentes d'y aller,6,they were very happy to go there,66,1152-n,66 | 1152-n
1843,triste,Emotions,adj(f),sad,"* ouais, ouais, ne sois pas triste pour ça -- yeah, yeah, don't be sad about that","ouais, ouais, ne sois pas triste pour ça",8,"yeah, yeah, don't be sad about that",72,910,72 | 910
1844,latin,Nationalities,nadj,Latin,* l'anglais est encore plus latin que le français -- English is more Latin than French is,l'anglais est encore plus latin que le français,8,English is more Latin than French is,78,687,78 | 687
1845,classique,none,nadj(f),classic,* j'ai étudié la musique classique -- I studied classical music,j'ai étudié la musique classique,5,I studied classical music,72,916,72 | 916
1852,chaud,Weather,"adv,nadj","warm, hot",* il y a du café chaud dans le coffre sous la banquette -- there's hot coffee in the box under the bench,il y a du café chaud dans le coffre sous la banquette,12,there's hot coffee in the box under the bench,69,1046,69 | 1046
1855,judiciaire,none,adj(f),judiciary,* nous devons préserver l'indépendance du pouvoir judiciaire -- we must preserve the judiciary's independance,nous devons préserver l'indépendance du pouvoir judiciaire,7,we must preserve the judiciary's independance,63,1274-l,63 | 1274-l
1859,strict,none,adj,"strict, absolute",* ce serait son strict devoir -- this would be his strict duty,ce serait son strict devoir,5,this would be his strict duty,85,447,85 | 447
1861,ouvrier,Professions,nadj,worker,* l'Allemand a toujours été bon ouvrier -- the German has always been a hard worker,l'Allemand a toujours été bon ouvrier,6,the German has always been a hard worker,71,935,71 | 935
1865,immeuble,none,nadj(f),building,* j'habite dans cet immeuble -- I live in this building,j'habite dans cet immeuble,4,I live in this building,79,656,79 | 656
1871,partiel,Emotions,nadj,partial,* elle travaille à temps partiel -- she works part-time,elle travaille à temps partiel,5,she works part-time,77,712,77 | 712
1877,délicat,none,nadj,"delicate, fine, gentle",* c'est toujours délicat d'embaucher des amies! -- it's always tricky to hire girlfriends,c'est toujours délicat d'embaucher des amies!,6,it's always tricky to hire girlfriends,81,576,81 | 576
1885,incident,none,"adj,nm",incident,"* fort heureusement, l'incident n'a pas fait de victime -- very fortunately, the incident was without victims","fort heureusement, l'incident n'a pas fait de victime",8,"very fortunately, the incident was without victims",73,868,73 | 868
1895,chrétien,Relationships,nadj,Christian,la moitié des habitants sont de confession chrétienne -- half of the inhabitants are Christians,la moitié des habitants sont de confession chrétienne,8,half of the inhabitants are Christians,73,861,73 | 861
1905,inférieur,Emotions,nadj,inferior,* il déclare qu'elle lui est inférieure en amitié -- he declares that she is less loving than he,il déclare qu'elle lui est inférieure en amitié,8,he declares that she is less loving than he,61,1326+n -s,61 | 1326+n -s
1908,gouvernemental,none,adj,governmental,on va alléger l'appareil gouvernemental -- we're going to lighten the governmental apparatus,on va alléger l'appareil gouvernemental,5,we're going to lighten the governmental apparatus,61,1299-l,61 | 1299-l
1913,irakien,Nationalities,nadj,Iraqi,* Hussein est totalement coupé de la population irakienne -- Hussein is totally cut off from the Iraqi population,Hussein est totalement coupé de la population irakienne,8,Hussein is totally cut off from the Iraqi population,48,1943-l,48 | 1943-l
1914,chinois,Nationalities,nadj(pl),Chinese,* la main-d'œuvre chinoise a contribué de façon importante au développement économique -- Chinese manpower contributed greatly to economic development,la main-d'œuvre chinoise a contribué de façon importante au développement économique,11,Chinese manpower contributed greatly to economic development,66,1089,66 | 1089
1924,gardien,Professions,nadj,"guardian, keeper",* nous sommes les gardiens de cette planète -- we are the guardians of this planet,nous sommes les gardiens de cette planète,7,we are the guardians of this planet,80,590,80 | 590
1927,conservateur,Relationships,nadj,conservative,"* dans les auteurs, y a un conservateur -- among the authors, there is a conservative one","dans les auteurs, y a un conservateur",7,"among the authors, there is a conservative one",61,1280-l,61 | 1280-l
1934,quelconque,none,adj(f),"any, some",* est-ce qu'on a un vase quelconque? -- do we have some kind of vase?,est-ce qu'on a un vase quelconque?,6,do we have some kind of vase?,77,669,77 | 669
1961,chercheur,Creating nouns – 1,nadj,researcher,"* même si vous êtes un bon chercheur, la compétition est rude -- even if you're a good researcher, competition is fierce","même si vous êtes un bon chercheur, la compétition est rude",11,"even if you're a good researcher, competition is fierce",66,1048,66 | 1048
1970,québécois,Nationalities,nadj(pl),"Quebecker, Quebecer, Québécois",* il existe un marché pour le produit québécois en France -- there's a market for Quebecois products in France,il existe un marché pour le produit québécois en France,10,there's a market for Quebecois products in France,50,1729-l -n +s,50 | 1729-l -n +s
1978,semblable,none,nadj(f),similar,* nous avons vu un cas semblable ici -- we have seen a similar case here,nous avons vu un cas semblable ici,7,we have seen a similar case here,72,817,72 | 817
1985,durable,none,adj(f),"durable, long-lasting",* la transgenèse promeut une agriculture durable -- hybrid crops encourage durable agriculture,la transgenèse promeut une agriculture durable,6,hybrid crops encourage durable agriculture,76,682,76 | 682
1992,allié,none,nadj,allied; ally,* la guerre sera gagnée par les Alliés -- the war will be won by the Allies,la guerre sera gagnée par les Alliés,7,the war will be won by the Allies,70,859,70 | 859
1993,scolaire,none,adj(f),"school, educational, academic",* je veux juste finir l'année scolaire avec mes amis -- I just want to finish the school year with my friends,je veux juste finir l'année scolaire avec mes amis,9,I just want to finish the school year with my friends,70,869,70 | 869
1994,arabe,Nationalities,nadj(f),"Arabic, Arab",* le monde arabe devient bipolaire -- the Arab world is becoming bipolar,le monde arabe devient bipolaire,5,the Arab world is becoming bipolar,61,1231,61 | 1231
1996,budgétaire,none,adj(f),budgetary,* la situation budgétaire nous place dans une position critique -- the budgetary situation puts us in a critical position,la situation budgétaire nous place dans une position critique,9,the budgetary situation puts us in a critical position,61,1224-l,61 | 1224-l
1997,inquiétant,none,adj,"worrying, disturbing",* la puissance iranienne est inquiétante -- Iranian power is disturbing,la puissance iranienne est inquiétante,5,Iranian power is disturbing,86,368,86 | 368
2003,joueur,Creating nouns – 1,nadj,player,* j'étais même le meilleur joueur de l'équipe -- I was even the best player on the team,j'étais même le meilleur joueur de l'équipe,7,I was even the best player on the team,61,1196,61 | 1196
2011,sport,Sports,"adji,nm",sport,* le sport est le meilleur remède physique et mental -- sports are the best physical and mental cure,le sport est le meilleur remède physique et mental,9,sports are the best physical and mental cure,67,973,67 | 973
2015,généreux,none,adj(pl),generous,* il était généreux dans ses activités bénévoles -- he was generous in his charitable activities,il était généreux dans ses activités bénévoles,7,he was generous in his charitable activities,82,480,82 | 480
2016,absent,none,nadj,absent,* il a été absent trois heures -- he was absent for three hours,il a été absent trois heures,6,he was absent for three hours,81,504,81 | 504
2021,raisonnable,none,adj(f),"reasonable, fair","* soyez raisonnable, rentrez vous reposer -- be reasonable--go home and rest","soyez raisonnable, rentrez vous reposer",5,be reasonable--go home and rest,73,758,73 | 758
2022,suprême,none,nadj(f),supreme,* certains ont fait le sacrifice suprême -- some made the supreme sacrifice,certains ont fait le sacrifice suprême,6,some made the supreme sacrifice,67,983,67 | 983
2023,éventuel,none,nadj,possible,* ce serait peut-être un éventuel projet pour vous -- that might be a possible project for you,ce serait peut-être un éventuel projet pour vous,8,that might be a possible project for you,66,1002,66 | 1002
2026,grec,Nationalities,nadj,Greek,* il utilisait deux mots grecs -- he used two Greek words,il utilisait deux mots grecs,5,he used two Greek words,70,854,70 | 854
2027,secondaire,none,nadj(f),secondary,* quels types d'effets secondaires pourraient survenir? -- what kind of secondary effects could take place?,quels types d'effets secondaires pourraient survenir?,6,what kind of secondary effects could take place?,77,625,77 | 625
2029,partisan,Relationships,nadj,"partisan, supporter",* je ne suis pas un ardent partisan -- I'm not an ardent supporter,je ne suis pas un ardent partisan,7,I'm not an ardent supporter,69,903,69 | 903
2040,remarquable,none,adj(f),"remarkable, outstanding","* c'est remarquable, ce qui peut être fait -- it's remarkable, what can be done","c'est remarquable, ce qui peut être fait",7,"it's remarkable, what can be done",81,490,81 | 490
2042,tragique,none,nadj(f),tragic,"* c'est tragique, elles sont mortes -- tragically, they died","c'est tragique, elles sont mortes",5,"tragically, they died",83,437,83 | 437
2043,anniversaire,Time,nadj(f),"anniversary, birthday",* j'ai un cadeau d'anniversaire pour toi -- I have a birthday present for you,j'ai un cadeau d'anniversaire pour toi,6,I have a birthday present for you,73,739,73 | 739
2044,issu,none,adj,descended from,* Hugh était issu d'une famille de cinq garçons -- Hugh came from a family of five boys,Hugh était issu d'une famille de cinq garçons,8,Hugh came from a family of five boys,71,804,71 | 804
2046,nôtre,none,nadj(f),"ours, our own",* j'aurais aimé qu'il soit des nôtres -- I would have preferred him to be on our side,j'aurais aimé qu'il soit des nôtres,6,I would have preferred him to be on our side,80,522,80 | 522
2049,infirmier,Professions,nadj,nurse,* un infirmier lui est venu en aide -- a male nurse came to his aid,un infirmier lui est venu en aide,7,a male nurse came to his aid,85,368,85 | 368
2050,caractéristique,none,nadj(f),characteristic,* il est toutefois caractéristique qu'aucune décision définitive n'a été prise -- it is nevertheless characteristic that no definitive decision was taken,il est toutefois caractéristique qu'aucune décision définitive n'a été prise,10,it is nevertheless characteristic that no definitive decision was taken,54,1452+n -s,54 | 1452+n -s
2052,censé,none,adj,supposed,* elle est censé donner une réponse -- she is supposed to give a response,elle est censé donner une réponse,6,she is supposed to give a response,75,664,75 | 664
2059,innocent,none,nadj,innocent,* l'essentiel est qu'ils soient innocents -- the important thing is that they are innocent,l'essentiel est qu'ils soient innocents,5,the important thing is that they are innocent,79,537,79 | 537
2060,fameux,none,adj(pl),famous,* voici l'un de nos plus fameux sadiques -- here is one of our most famous sadists,voici l'un de nos plus fameux sadiques,7,here is one of our most famous sadists,76,633,76 | 633
2062,doux,none,"adv,nadj(pl)","soft, sweet",* le soleil était doux et chaud -- the sunshine was soft and hot,le soleil était doux et chaud,6,the sunshine was soft and hot,64,1046+l,64 | 1046+l
2067,électrique,none,adj(f),electric,* je n'aime pas tous ces appareils électriques -- I don't like all of these electrical devices,je n'aime pas tous ces appareils électriques,7,I don't like all of these electrical devices,74,688,74 | 688
2069,croissant,none,nadj,"growing, crescent, crescent-shape",* la compétition avec les Etats-Unis ira croissant -- competition with the U.S. will be growing,la compétition avec les Etats-Unis ira croissant,7,competition with the U.S. will be growing,79,530,79 | 530
2072,multiple,none,nadj(f),multiple,* il s'oppose aux multiples procédures d'extradition -- he opposes multiple extradition proceedings,il s'oppose aux multiples procédures d'extradition,6,he opposes multiple extradition proceedings,69,854,69 | 854
2075,provisoire,none,adj(f),"temporary, provisional",* son fils était maintenu en détention provisoire -- his son was held in temporary confinement,son fils était maintenu en détention provisoire,7,his son was held in temporary confinement,76,613,76 | 613
2078,dynamique,none,nadj(f),dynamic,* le marché reste très dynamique jusqu'à présent -- the markets remain very volatile at present,le marché reste très dynamique jusqu'à présent,7,the markets remain very volatile at present,73,710,73 | 710
2080,trouble,none,"adj(f),nm","turmoil, agitation, blurred, cloudy, trouble",* la cause de ces troubles reste mal connue -- the cause of these troubles remains relatively unknown,la cause de ces troubles reste mal connue,8,the cause of these troubles remains relatively unknown,77,588,77 | 588
2094,prime,none,"nadj(f),nf","free gift, premium, bonus",* ils extorquent chaque jour une prime de protection -- every day they extort protection money,ils extorquent chaque jour une prime de protection,8,every day they extort protection money,77,581,77 | 581
2097,japonais,Nationalities,nadj(pl),Japanese,* l'économie japonaise ne se porte pas si mal -- the Japanese economy is faring rather well,l'économie japonaise ne se porte pas si mal,8,the Japanese economy is faring rather well,64,992+n,64 | 992+n
2099,alimentaire,none,adj(f),food,* l'épidémie met en péril la sécurité alimentaire -- the epidemic is threatening food safety,l'épidémie met en péril la sécurité alimentaire,7,the epidemic is threatening food safety,69,815,69 | 815
2101,marin,Professions,nadj,"sea, marine, sailor",* la plupart des marins ont perdu leur emploi -- most sailors have lost their jobs,la plupart des marins ont perdu leur emploi,8,most sailors have lost their jobs,80,499,80 | 499
2102,intermédiaire,Relationships,nadj(f),"intermediate, intermediary",* le fait d'avoir des intermédiaires me dérange -- having intermediaries bothers me,le fait d'avoir des intermédiaires me dérange,7,having intermediaries bothers me,66,923,66 | 923
2107,fragile,none,adj(f),"fragile, delicate, frail",* une bulle de savon semblerait moins fragile -- a soap bubble would seem to be less fragile,une bulle de savon semblerait moins fragile,7,a soap bubble would seem to be less fragile,83,413,83 | 413
2119,salarié,Professions,nadj,"wage-earning, employee",* on doit protéger les salariés contre tout licenciement abusif -- employees are supposed to be protected from any abusive firings,on doit protéger les salariés contre tout licenciement abusif,9,employees are supposed to be protected from any abusive firings,57,1231-l +n,57 | 1231-l +n
2127,radical,Relationships,nadj,radical,* il faudra des changements radicaux -- what it will take is radical change,il faudra des changements radicaux,5,what it will take is radical change,74,658,74 | 658
2136,magnifique,none,adj(f),magnificent,* cet endroit est magnifique -- this place is magnificent,cet endroit est magnifique,4,this place is magnificent,74,642,74 | 642
2137,initial,Adjectives – differences across registers,adj,initial,* au succès initial a succédé une stabilisation -- after initial success there was a stabilization,au succès initial a succédé une stabilisation,7,after initial success there was a stabilization,62,1024,62 | 1024
2143,pair,none,"adj,nm","peer, pair, even",* l'histoire de la musique va de pair avec l'histoire politique -- music history goes hand-in-hand with political history,l'histoire de la musique va de pair avec l'histoire politique,10,music history goes hand-in-hand with political history,86,321,86 | 321
2146,réformiste,Nouns – differences across registers,nadj(f),reformist,* les réformistes adoraient suivre l'évolution de la dette -- the reformists love to follow the debt's progress,les réformistes adoraient suivre l'évolution de la dette,8,the reformists love to follow the debt's progress,44,1765-l -n +s,44 | 1765-l -n +s
2153,uni,none,nadj,united,"* votre famille est unie, je le sens -- your family is united, I can feel it","votre famille est unie, je le sens",7,"your family is united, I can feel it",62,1037,62 | 1037
2159,étrange,none,nadj(f),"strange, odd",* j'ai fait un rêve étrange -- I had a strange dream,j'ai fait un rêve étrange,5,I had a strange dream,68,819,68 | 819
2165,mien,none,"nadj,pro",mine,* le mien avait fonctionné sur 20 ans -- mine worked for 20 years,le mien avait fonctionné sur 20 ans,7,mine worked for 20 years,62,1021+l -n,62 | 1021+l -n
2166,drôle,none,"adj(f),nm","funny, strange",* je ne trouve pas ça drôle -- I don't find that funny,je ne trouve pas ça drôle,6,I don't find that funny,63,975-n,63 | 975-n
2167,plat,Food,"adj,nm","dish, flat",* un plat avec cinq choix de dessert -- a plate with five dessert choices,un plat avec cinq choix de dessert,7,a plate with five dessert choices,71,710,71 | 710
2172,légitime,none,nadj(f),legitimate,* il l'aura l'autorité légitime de le faire -- he will have the legitimate authority to do so,il l'aura l'autorité légitime de le faire,7,he will have the legitimate authority to do so,77,539,77 | 539
2175,spécifique,none,adj(f),specific,* il n'y a pas d'heure spécifique -- there's not a specific time,il n'y a pas d'heure spécifique,6,there's not a specific time,63,987,63 | 987
2179,urgent,none,adj,urgent,* il est urgent de remettre l'église au milieu du village -- it's urgent to put the church back into a village setting,il est urgent de remettre l'église au milieu du village,10,it's urgent to put the church back into a village setting,71,718,71 | 718
2181,stratégique,none,adj(f),strategic,* il est très stratégique pour la région -- it's very strategic for the region,il est très stratégique pour la région,7,it's very strategic for the region,72,698,72 | 698
2182,mental,none,nadj,mental,* il sentait que ses facultés mentales étaient diminuées -- he felt that his mental capacities were diminished,il sentait que ses facultés mentales étaient diminuées,8,he felt that his mental capacities were diminished,77,534,77 | 534
2184,provincial,Nouns – differences across registers,nadj,provincial,* les municipalités sont de juridiction provinciale -- the municipalities are under provincial jurisdiction,les municipalités sont de juridiction provinciale,6,the municipalities are under provincial jurisdiction,49,1482-n +s,49 | 1482-n +s
2186,probable,none,adj(f),"probable, likely",* il est probable que le visa sera refusé -- the visa will probably be refused,il est probable que le visa sera refusé,8,the visa will probably be refused,78,511,78 | 511
2191,plastique,Materials,nadj(f),plastic,* on devait jouer avec un poulet en plastique -- we had to play with a plastic chicken,on devait jouer avec un poulet en plastique,8,we had to play with a plastic chicken,88,256,88 | 256
2192,autonome,none,nadj(f),"autonomous, independent",* mon corps est autonome. il ne m'écoute pas -- my body is autonomous. it doesn't obey me,mon corps est autonome. il ne m'écoute pas,8,my body is autonomous. it doesn't obey me,78,522,78 | 522
2195,électronique,none,nadj(f),electronic,* un message électronique m'informe que le code est erroné -- an electronic message tells me that the code is incorrect,un message électronique m'informe que le code est erroné,9,an electronic message tells me that the code is incorrect,69,779,69 | 779
2196,parallèle,none,nadj(f),"parallel, similar",* vous mettriez son conservatisme en parallèle avec sa ferveur catholique? -- you would link his conservatism and his Catholic fervor?,vous mettriez son conservatisme en parallèle avec sa ferveur catholique?,10,you would link his conservatism and his Catholic fervor?,78,516,78 | 516
2198,courageux,none,nadj(pl),courageous,"* une femme moderne, courageuse, sensible -- a modern, courageous, sensible woman","une femme moderne, courageuse, sensible",5,"a modern, courageous, sensible woman",88,246,88 | 246
2201,ordinateur,Creating nouns – 1,nadj,computer,* l'ordinateur est un outil tellement merveilleux -- the computer is such a marvelous tool,l'ordinateur est un outil tellement merveilleux,6,the computer is such a marvelous tool,70,727-l,70 | 727-l
2202,fondé,none,"adj,nm,nf","founded, justified; agent, clerk",* ce régime admirable est fondé sur l'honnêteté -- this admirable regime is founded on honesty,ce régime admirable est fondé sur l'honnêteté,7,this admirable regime is founded on honesty,76,572,76 | 572
2203,blessé,none,nadj,injured,* les blessés ont été transportés dans sept hôpitaux -- the injured were transported to seven hospitals,les blessés ont été transportés dans sept hôpitaux,8,the injured were transported to seven hospitals,52,1356+n,52 | 1356+n
