number,french_lemma,thematic,pos,english,example,example_french,word count,example_english,range_count,frequency_raw,range_pipe_frequency
1144,fonctionner,none,v,"to function, work","* le processus fonctionne, et fonctionne bien -- the process works, and works well","le processus fonctionne, et fonctionne bien",6,"the process works, and works well",73,1748,73 | 1748
1147,accuser,none,v,to accuse,* de quoi nous accusez-vous? -- what are you accusing us of?,de quoi nous accusez-vous?,4,what are you accusing us of?,69,2033,69 | 2033
1152,distribuer,none,v,"to distribute, give out",* ces valeurs se distribuent selon une courbe en cloche -- these values are distributed along a bell curve,ces valeurs se distribuent selon une courbe en cloche,9,these values are distributed along a bell curve,89,647,89 | 647
1154,prétendre,none,v,to pretend,* il prétend avoir un portable -- he claims to have a mobile phone,il prétend avoir un portable,5,he claims to have a mobile phone,78,1356,78 | 1356
1171,entreprendre,none,v,"to begin, start, undertake",* la dame blanche entreprend de monter l'escalier -- the white lady undertook to climb the stairs,la dame blanche entreprend de monter l'escalier,7,the white lady undertook to climb the stairs,82,1056,82 | 1056
1173,étendre,Verbs of movement,v,"to spread out, stretch out",* je me suis étendue sur le sol de ma chambre -- I stretched out on the floor of my bedroom,je me suis étendue sur le sol de ma chambre,10,I stretched out on the floor of my bedroom,79,1264,79 | 1264
1176,décrire,none,v,to describe,* je n'aurais qu'à décrire ce que je voyais -- all I had to do was describe what I saw,je n'aurais qu'à décrire ce que je voyais,8,all I had to do was describe what I saw,67,2168,67 | 2168
1185,entretenir,none,v,to maintain,* je n'ai jamais entretenu de relations amicales avec lui -- I never maintained amical relations with him,je n'ai jamais entretenu de relations amicales avec lui,9,I never maintained amical relations with him,82,1052,82 | 1052
1186,habiter,none,v,to live,* j'ai habité dix ans la France -- I lived in France for ten years,j'ai habité dix ans la France,6,I lived in France for ten years,81,1072,81 | 1072
1189,accueillir,none,v,"to welcome, greet, accommodate",* on va vers les étrangers pour les accueillir -- we're going to greet the foreigners,on va vers les étrangers pour les accueillir,8,we're going to greet the foreigners,78,1285,78 | 1285
1190,libérer,none,v,"to free, liberate, release",* tous les prisonniers furent libérés sans condition -- all the prisoners were freed unconditionally,tous les prisonniers furent libérés sans condition,7,all the prisoners were freed unconditionally,76,1462,76 | 1462
1193,rire,none,"nm,v",to laugh,* l'aventure nous fit beaucoup rire -- the adventure made us laugh heartily,l'aventure nous fit beaucoup rire,5,the adventure made us laugh heartily,60,2664+l -n,60 | 2664+l -n
1196,commettre,none,v,to commit,* vous avez commis presque tous les crimes informatiques -- you have committed almost every computer crime,vous avez commis presque tous les crimes informatiques,8,you have committed almost every computer crime,75,1495,75 | 1495
1201,enlever,none,v,to remove,* pouvez-vous enlever votre chapeau? -- can you remove your hat?,pouvez-vous enlever votre chapeau?,4,can you remove your hat?,78,1251,78 | 1251
1202,jeter,Verbs – differences across registers,v,to throw,* c'est moi qui ai jeté le caillou -- I'm the one who threw the stone,c'est moi qui ai jeté le caillou,7,I'm the one who threw the stone,64,2304+l,64 | 2304+l
1207,prévenir,none,v,"to prevent, warn; to notify",* je suis à deux doigts de prévenir la police -- I'm within an inch of notifying the police,je suis à deux doigts de prévenir la police,9,I'm within an inch of notifying the police,81,1056,81 | 1056
1209,analyser,none,v,to analyse,* il analyse aussi les échecs de la politique -- he also analyzes political failures,il analyse aussi les échecs de la politique,8,he also analyzes political failures,77,1309,77 | 1309
1212,témoigner,none,v,to testify,"* je pourrai en témoigner, au besoin, dit-elle -- I'll be able to testify of it, if necessary, she said","je pourrai en témoigner, au besoin, dit-elle",7,"I'll be able to testify of it, if necessary, she said",82,973,82 | 973
1213,sauver,none,v,"to rescue, save",* tu m'as sauvé la vie -- you saved my life,tu m'as sauvé la vie,5,you saved my life,72,1689,72 | 1689
1218,remercier,Verbs – differences across registers,v,to thank,* je vous remercie de m'avoir sauvé la vie -- thank you for saving my life,je vous remercie de m'avoir sauvé la vie,8,thank you for saving my life,68,1990-n +s,68 | 1990-n +s
1220,réclamer,none,v,"to ask for, call for; to claim",* ils ont réclamé leur droit au sens critique -- they reserved the right to be critical,ils ont réclamé leur droit au sens critique,8,they reserved the right to be critical,74,1533,74 | 1533
1230,recueillir,none,v,"to collect, gather",* il a été recueilli par des montagnards -- he was picked up by mountain dwellers,il a été recueilli par des montagnards,7,he was picked up by mountain dwellers,80,1140,80 | 1140
1231,fabriquer,none,v,"to manufacture, invent, make",* mon métier consiste à fabriquer des livres -- my job involves manufacturing books,mon métier consiste à fabriquer des livres,7,my job involves manufacturing books,85,817,85 | 817
1236,vérifier,none,v,"to check, verify","* appelle ton contrôleur, vérifie -- call your inspector, double-check","appelle ton contrôleur, vérifie",4,"call your inspector, double-check",77,1280,77 | 1280
1238,enregistrer,none,v,"to record, check in",* le fonds de l'assurance-emploi enregistre un surplus -- unemployment insurance funds have recorded a surplus,le fonds de l'assurance-emploi enregistre un surplus,7,unemployment insurance funds have recorded a surplus,74,1518,74 | 1518
1248,voter,Verbs – differences across registers,v,to vote,* nous serions encore à voter ce soir -- we would still be here tonight voting,nous serions encore à voter ce soir,7,we would still be here tonight voting,63,2260,63 | 2260
1251,nourrir,none,v,"to feed, nourish",* l'inégalité nourrit l'injustice -- inequality feeds injustice,l'inégalité nourrit l'injustice,3,inequality feeds injustice,84,810,84 | 810
1256,rechercher,none,v,to search for,* des dirigeants africains recherchent un solution à la crise -- African leaders are seeking a solution to the crisis,des dirigeants africains recherchent un solution à la crise,9,African leaders are seeking a solution to the crisis,84,826,84 | 826
1260,garantir,none,v,to guarantee,* il faut garantir la sécurité du personnel -- we have to guarantee the safety of the staff,il faut garantir la sécurité du personnel,7,we have to guarantee the safety of the staff,72,1586,72 | 1586
1268,pratiquer,none,v,to practice,* ils pratiquent vraiment le football que j'aime -- they play the kind of football that I really enjoy,ils pratiquent vraiment le football que j'aime,7,they play the kind of football that I really enjoy,80,1037,80 | 1037
1272,bénéficier,none,"nm,v",to benefit,* il devient donc impératif de pouvoir bénéficier de plus d'argent -- we must be able to benefit from more money,il devient donc impératif de pouvoir bénéficier de plus d'argent,10,we must be able to benefit from more money,72,1583,72 | 1583
1274,revoir,none,v,"to see again, revise",* je disparaîtrai. tu ne me reverras jamais -- I will disappear. you will never see me again,je disparaîtrai. tu ne me reverras jamais,7,I will disappear. you will never see me again,70,1715,70 | 1715
1280,renforcer,none,v,"to reinforce, strengthen",* j'œuvrerai pour renforcer nos forces armées -- I will work to reinforce our armed forces,j'œuvrerai pour renforcer nos forces armées,6,I will work to reinforce our armed forces,72,1535,72 | 1535
1283,qualifier,none,v,to qualify,* on doit se qualifier pour le tournoi -- we have to qualify for the tournament,on doit se qualifier pour le tournoi,7,we have to qualify for the tournament,70,1643,70 | 1643
1285,dégager,none,v,"to free, clear",* la route est dégagée ... mais il faut mettre vos chaînes -- the road is clear ... but you must use chains,la route est dégagée ... mais il faut mettre vos chaînes,11,the road is clear ... but you must use chains,79,1099,79 | 1099
1297,surveiller,none,v,to watch,"* je vais te surveiller, je sais où tu habites -- I'm going to watch you, I know where you live","je vais te surveiller, je sais où tu habites",9,"I'm going to watch you, I know where you live",83,826,83 | 826
1301,accomplir,none,v,to accomplish,"* il vous faut continuer, accomplir votre destinée -- you have to continue, to acomplish your destiny","il vous faut continuer, accomplir votre destinée",7,"you have to continue, to acomplish your destiny",80,1041,80 | 1041
1302,décevoir,none,v,to disappoint,* désolé de t'avoir déçue -- sorry for having disappointed you,désolé de t'avoir déçue,4,sorry for having disappointed you,88,601,88 | 601
1314,inspirer,none,v,to inspire,* considérons que les livres ont inspiré le tueur -- let's assume that the books inspired the killer,considérons que les livres ont inspiré le tueur,8,let's assume that the books inspired the killer,78,1101,78 | 1101
1315,opérer,none,v,"to operate, carry out",* les grandes sociétés opèrent à l'échelle mondiale -- large companies operate on a global scale,les grandes sociétés opèrent à l'échelle mondiale,7,large companies operate on a global scale,83,830,83 | 830
1320,joindre,none,v,to join,* je serais très heureux si vous vous joigniez à moi pour dîner -- I would be delighted if you would join me for supper,je serais très heureux si vous vous joigniez à moi pour dîner,12,I would be delighted if you would join me for supper,80,974,80 | 974
1329,rapprocher,Verbs of movement,v,"to bring closer, get closer",* j'ai voulu me rapprocher de toi -- I wanted to get closer to you,j'ai voulu me rapprocher de toi,6,I wanted to get closer to you,84,752,84 | 752
1331,fier,Adjectives – differences across registers,"adj,v",to rely on; proud,* je suis très fière de mon héritage -- I'm very proud of my heritage,je suis très fière de mon héritage,7,I'm very proud of my heritage,73,1422-n,73 | 1422-n
1338,manger,none,"nm,v",to eat,"* avec votre maladie, vous pouvez manger de la viande? -- with your illness, can you eat meat?","avec votre maladie, vous pouvez manger de la viande?",9,"with your illness, can you eat meat?",63,2085-n,63 | 2085-n
1339,soulever,none,v,to lift up,"* il sourit, tandis que le vent soulevait ses cheveux -- he smiled, the wind tossing his hair","il sourit, tandis que le vent soulevait ses cheveux",9,"he smiled, the wind tossing his hair",69,1687,69 | 1687
1348,survivre,none,v,to survive,* il ne sait que faire pour survivre -- he doesn't know what to do to survive,il ne sait que faire pour survivre,7,he doesn't know what to do to survive,85,705,85 | 705
1354,gérer,none,v,to manage,* nous savons comment gérer l'éducation -- we know how to manage education,nous savons comment gérer l'éducation,5,we know how to manage education,74,1307,74 | 1307
1356,informer,none,v,to inform,* je t'informerai dès qu'ils l'auront repéré -- I'll inform you as soon as they locate him,je t'informerai dès qu'ils l'auront repéré,6,I'll inform you as soon as they locate him,73,1404,73 | 1404
1358,attacher,none,v,to attach,* attachez vos ceintures. le spectacle commence -- fasten your sealtbelts. the show is about to begin,attachez vos ceintures. le spectacle commence,6,fasten your sealtbelts. the show is about to begin,80,972,80 | 972
1359,renouveler,none,v,to renew,* nos synapses ne se renouvellent plus passé 20 ans -- our synapses don't regenerate after the age of 20 years,nos synapses ne se renouvellent plus passé 20 ans,9,our synapses don't regenerate after the age of 20 years,88,556,88 | 556
1360,asseoir,Verbs of movement,v,to sit,* il était assis devant moi -- he was seated in front of me,il était assis devant moi,5,he was seated in front of me,59,2346+l -n,59 | 2346+l -n
1363,renoncer,none,v,"to give up, renounce",* elle avait renoncé à me convaincre -- she gave up trying to convince me,elle avait renoncé à me convaincre,6,she gave up trying to convince me,78,1085,78 | 1085
1370,plaindre,none,v,"to pity, feel sorry for, complain","* elle ne se plaignait pas; mais elle détestait faire le ménage -- she didn't complain, but she detested housework",elle ne se plaignait pas; mais elle détestait faire le ménage,11,"she didn't complain, but she detested housework",85,716,85 | 716
1377,aboutir,none,v,"to succeed, end up at","* ce projet n'a pourtant pas abouti -- this project didn't end, however",ce projet n'a pourtant pas abouti,6,"this project didn't end, however",80,962,80 | 962
1378,visiter,Verbs of movement,v,to visit,* nous allons visiter la maison -- we're going to visit the house,nous allons visiter la maison,5,we're going to visit the house,85,690,85 | 690
1383,échouer,none,v,to fail,* tout ce que j'ai tenté a échoué -- everything that I tried to do failed,tout ce que j'ai tenté a échoué,7,everything that I tried to do failed,87,579,87 | 579
1384,désirer,none,v,to desire,"* ce que l'on désire, c'est éviter une surpollution -- what we want is to avoid rampant pollution","ce que l'on désire, c'est éviter une surpollution",8,what we want is to avoid rampant pollution,75,1238,75 | 1238
1389,inquiéter,none,v,"to worry, disturb","* et ça, ça m'inquiète un petit peu -- and this, this disturbs me a little bit","et ça, ça m'inquiète un petit peu",7,"and this, this disturbs me a little bit",73,1334,73 | 1334
1396,affecter,none,v,to affect,* elles n'ont pas été affectées par l'accident -- they weren't affected by the accident,elles n'ont pas été affectées par l'accident,7,they weren't affected by the accident,75,1186,75 | 1186
1398,ressembler,none,v,"to look like, resemble",* celle-là ressemble à une intellectuel new-yorkaise -- that one looks like she's a New York intellectual,celle-là ressemble à une intellectuel new-yorkaise,6,that one looks like she's a New York intellectual,71,1452,71 | 1452
1400,supporter,none,"nm,v","to support, endure","* des fois, je ne supporte pas la vie quotidienne -- sometimes I can't stand daily life","des fois, je ne supporte pas la vie quotidienne",9,sometimes I can't stand daily life,79,1006,79 | 1006
1407,favoriser,none,v,to favor,* cela favorise le commerce et l'investissement -- this favors trade and investment,cela favorise le commerce et l'investissement,6,this favors trade and investment,75,1176,75 | 1176
1413,précéder,none,v,to precede,"* la métaphysique ne doit pas précéder la physique, elle doit la suivre -- metaphysics shouldn't precede physics, it should follow it","la métaphysique ne doit pas précéder la physique, elle doit la suivre",12,"metaphysics shouldn't precede physics, it should follow it",86,606,86 | 606
1415,correspondre,none,v,to correspond,* j'espère que nous correspondrons -- I hope we'll keep in touch,j'espère que nous correspondrons,4,I hope we'll keep in touch,68,1611,68 | 1611
1419,transmettre,none,v,"to forward, transmit",* voilà comment se transmettre les maladies! -- that's how to transmit illnesses!,voilà comment se transmettre les maladies!,6,that's how to transmit illnesses!,65,1762,65 | 1762
1422,associer,none,v,to associate,* le tabagisme n'était pas directement associé au cancer -- smoking was not directly associated with cancer,le tabagisme n'était pas directement associé au cancer,8,smoking was not directly associated with cancer,70,1485,70 | 1485
1426,identifier,none,v,to identify,* pouvez-vous identifier cet homme? -- can you identify this man?,pouvez-vous identifier cet homme?,4,can you identify this man?,73,1274,73 | 1274
1434,encourager,none,v,to encourage,"* allez, encouragez notre petit gars -- go encourage our little guy","allez, encouragez notre petit gars",5,go encourage our little guy,75,1188,75 | 1188
1436,dérouler,none,v,"to unwind, enroll",* la cérémonie aurait dû se dérouler la veille -- the ceremony should have taken place the night before,la cérémonie aurait dû se dérouler la veille,8,the ceremony should have taken place the night before,75,1155,75 | 1155
1439,signaler,none,v,"to indicate, signal",* il a signalé que la mission avait joué un rôle important -- he pointed out that the mission played an important role,il a signalé que la mission avait joué un rôle important,11,he pointed out that the mission played an important role,71,1361,71 | 1361
1446,attribuer,none,v,"to award, grant, attribute",* son mari attribuait cette apathie à sa naissance -- her husband attributed this apathy to her birth,son mari attribuait cette apathie à sa naissance,8,her husband attributed this apathy to her birth,77,1069,77 | 1069
1447,courir,Verbs of movement,v,to run,* je courus le long des docks -- I ran along the docks,je courus le long des docks,6,I ran along the docks,69,1509,69 | 1509
1450,dénoncer,none,v,to denounce,* il s'attacha à dénoncer les abus et la corruption -- he took up the cause of denouncing abuse and corruption,il s'attacha à dénoncer les abus et la corruption,9,he took up the cause of denouncing abuse and corruption,72,1285,72 | 1285
1452,échanger,none,v,to exchange,* les rebelles échangeront leurs prisonniers -- the rebels will exchange their prisoners,les rebelles échangeront leurs prisonniers,5,the rebels will exchange their prisoners,82,800,82 | 800
1454,éliminer,none,v,to eliminate,* nous sommes aussi parvenus à éliminer le déficit -- we have also achieved elimination of the deficit,nous sommes aussi parvenus à éliminer le déficit,8,we have also achieved elimination of the deficit,76,1095,76 | 1095
1457,exclure,none,v,to exclude,* le projet de loi exclut ce type de mode de vie -- the bill excludes this type of lifestyle,le projet de loi exclut ce type de mode de vie,11,the bill excludes this type of lifestyle,79,940,79 | 940
1465,élire,none,v,to elect,* les chefs sont élus pour représenter leur peuple -- the chiefs are elected to represent their people,les chefs sont élus pour représenter leur peuple,8,the chiefs are elected to represent their people,69,1465,69 | 1465
1476,sourire,Verbs – differences across registers,"nm,v","smile, to smile","* alors, pourquoi tu souris? -- so why are you smiling?","alors, pourquoi tu souris?",4,so why are you smiling?,56,2274+l -n -s,56 | 2274+l -n -s
1478,suggérer,none,v,to suggest,* je voudrais suggérer de changer les horaires de travail -- I would like to suggest a change in the working hours,je voudrais suggérer de changer les horaires de travail,9,I would like to suggest a change in the working hours,80,861,80 | 861
1479,interrompre,none,v,to interrupt,* je n'aime pas qu'on m'interrompe -- I don't like being interrupted,je n'aime pas qu'on m'interrompe,5,I don't like being interrupted,80,875,80 | 875
1483,unir,none,v,to unite,* le mariage devrait unir un homme et une femme -- marriage should unite one man and one woman,le mariage devrait unir un homme et une femme,9,marriage should unite one man and one woman,76,1080,76 | 1080
1487,franchir,Verbs of movement,v,to get over,* les Huns ont franchi notre frontière nord -- the Huns broke through our northern border,les Huns ont franchi notre frontière nord,7,the Huns broke through our northern border,82,778,82 | 778
1492,écarter,Verbs of movement,v,"to separate, move apart, keep away",* les journalistes ont été écartés de l'intérieur du bâtiment -- the reporters were kept away from the building's interior,les journalistes ont été écartés de l'intérieur du bâtiment,9,the reporters were kept away from the building's interior,80,869,80 | 869
1506,investir,none,v,to invest,* il veut y investir encore plus d'argent -- he wants to invest even more money in it,il veut y investir encore plus d'argent,7,he wants to invest even more money in it,69,1411,69 | 1411
1507,diminuer,none,v,"to diminish, decrease",* les investissements en provenance de l'extérieur diminuent -- investments from abroad are decreasing,les investissements en provenance de l'extérieur diminuent,7,investments from abroad are decreasing,73,1187,73 | 1187
1508,réfugier,none,v,to take refuge,* je m'étais réfugié dans une espèce d'esprit farceur -- I sought refuge in a farcical mindset,je m'étais réfugié dans une espèce d'esprit farceur,8,I sought refuge in a farcical mindset,71,1318,71 | 1318
1509,entourer,none,v,to surround,* il courut à lui et l'entoura de ses bras -- he ran up to him and held him in his arms,il courut à lui et l'entoura de ses bras,9,he ran up to him and held him in his arms,81,805,81 | 805
1514,communiquer,none,v,to communicate,* mes fonctionnaires ont communiqué avec le ministère des finances -- my public servants communicated with the finance minister,mes fonctionnaires ont communiqué avec le ministère des finances,9,my public servants communicated with the finance minister,76,1031,76 | 1031
1515,prolonger,none,v,"to prolong, extend",* quels sont les indicateurs d'une sécheresse prolongée? -- what are the indications of a prolonged drought?,quels sont les indicateurs d'une sécheresse prolongée?,7,what are the indications of a prolonged drought?,84,628,84 | 628
1516,verser,none,v,"to pour, deposit, shed",* cette conversation sera versée au dossier -- this conversation will be deposited into the record,cette conversation sera versée au dossier,6,this conversation will be deposited into the record,70,1321,70 | 1321
1519,démontrer,none,v,to demonstrate,* il ne démontre aucun signe de compassion envers ces travailleurs -- he shows no sign of compassion towards these workers,il ne démontre aucun signe de compassion envers ces travailleurs,10,he shows no sign of compassion towards these workers,76,1037,76 | 1037
1523,accroître,none,v,to increase,"* évidemment, cela accroît le climat de tension -- apparently, this increased the tension","évidemment, cela accroît le climat de tension",7,"apparently, this increased the tension",67,1502,67 | 1502
1532,marcher,Verbs of movement,v,to walk,* elle se lève et elle marche comme ça -- she gets up and walks like this,elle se lève et elle marche comme ça,8,she gets up and walks like this,65,1583,65 | 1583
1535,aborder,Verbs – differences across registers,v,"to reach, approach",* je voudrais aborder la question sous un autre angle -- I would like to address the issue from another angle,je voudrais aborder la question sous un autre angle,9,I would like to address the issue from another angle,70,1310+s,70 | 1310+s
1539,tromper,none,v,to deceive,"* oups! je me suis trompé -- oops, I made a mistake",oups! je me suis trompé,5,"oops, I made a mistake",70,1324,70 | 1324
1541,éloigner,Verbs of movement,v,"to move away, take away, distance",* il avait besoin de s'éloigner de sa femme -- he needed to distance himself from his wife,il avait besoin de s'éloigner de sa femme,8,he needed to distance himself from his wife,73,1143,73 | 1143
1544,évaluer,none,v,to evaluate,* nous évaluons des projets en fonction de leur pertinence -- we evaluate projects based on their relevance,nous évaluons des projets en fonction de leur pertinence,9,we evaluate projects based on their relevance,78,910,78 | 910
1553,adapter,none,v,to adapt,* il dit savoir s'adapter à toutes les difficultés -- he says he can adapt to any difficulty,il dit savoir s'adapter à toutes les difficultés,8,he says he can adapt to any difficulty,77,959,77 | 959
1560,comparer,none,v,to compare,* il est important de ne pas se comparer aux autres -- it's important to not compare oneself to others,il est important de ne pas se comparer aux autres,10,it's important to not compare oneself to others,79,863,79 | 863
1562,provenir,none,v,"to be from, come from",* la balle provient d'un revolver britannique -- the bullet comes from a British revolver,la balle provient d'un revolver britannique,6,the bullet comes from a British revolver,74,1073,74 | 1073
1565,céder,none,v,"to give up, give way",* l'euro cède quelques fractions face au dollar -- the euro lost some percentage points to the dollar,l'euro cède quelques fractions face au dollar,7,the euro lost some percentage points to the dollar,76,986,76 | 986
1567,diviser,none,v,to divide,* le reste se divisait en trois fractions sensiblement égales -- the rest was divided in three largely equal amounts,le reste se divisait en trois fractions sensiblement égales,9,the rest was divided in three largely equal amounts,82,686,82 | 686
1576,approcher,Verbs of movement,v,to approach,* le gros monsieur s'approche de nous -- the big man is approaching us,le gros monsieur s'approche de nous,6,the big man is approaching us,71,1199,71 | 1199
1581,reprocher,none,v,"to blame, reproach",* nous lui avons reproché d'avoir manqué le sommet -- we blame him for not having reached the summit,nous lui avons reproché d'avoir manqué le sommet,8,we blame him for not having reached the summit,79,846,79 | 846
1584,peser,none,v,to weigh,* il pesait lourd sur mon cœur -- it weighed heavily on my heart,il pesait lourd sur mon cœur,6,it weighed heavily on my heart,78,891,78 | 891
1590,supprimer,none,v,"to remove, withdraw","* supprime ce paragraphe, cela ne changera rien -- delete this paragraph; that won't change anything","supprime ce paragraphe, cela ne changera rien",7,delete this paragraph; that won't change anything,75,992,75 | 992
1592,douter,none,v,to doubt,* il n'avait jamais douté de la victoire -- he never doubted victory,il n'avait jamais douté de la victoire,7,he never doubted victory,74,1026,74 | 1026
1593,ressentir,none,v,to feel,"* c'est alors qu'il ressentit, dans sa nuque, la douleur -- that's when he felt, on the back of his neck, a sharp pain","c'est alors qu'il ressentit, dans sa nuque, la douleur",9,"that's when he felt, on the back of his neck, a sharp pain",76,935,76 | 935
1595,consulter,none,v,to consult,* je n'ai pas été consulté -- I was not consulted,je n'ai pas été consulté,5,I was not consulted,70,1219,70 | 1219
1601,résumer,none,v,"to summarize, sum up",* les résultats obtenus sont résumés dans le tableau -- the results are summarized in the table,les résultats obtenus sont résumés dans le tableau,8,the results are summarized in the table,83,622,83 | 622
1606,hésiter,none,v,to hesitate,* n'hésitez pas à les appeler -- don't hesitate to call them,n'hésitez pas à les appeler,5,don't hesitate to call them,75,971,75 | 971
1610,voler,none,v,"to steal, rob",* c'est pas bien de voler -- it's not good to steal,c'est pas bien de voler,5,it's not good to steal,72,1114,72 | 1114
1611,résister,none,v,to resist,* j'ai résisté à la mort de ma fille -- I wasn't able to accept the death of my daughter,j'ai résisté à la mort de ma fille,8,I wasn't able to accept the death of my daughter,81,727,81 | 727
1619,avouer,none,v,to admit,* j'avoue que j'étais encore plutôt naïf -- I admit I was still somewhat naïve,j'avoue que j'étais encore plutôt naïf,6,I admit I was still somewhat naïve,76,950,76 | 950
1620,saluer,none,v,"to greet, salute",* tu ne dois pas saluer les gens que tu ne connais pas -- you shouldn't greet people you don't know,tu ne dois pas saluer les gens que tu ne connais pas,12,you shouldn't greet people you don't know,80,762,80 | 762
1630,achever,none,v,"to complete, finish, end",* pensez-vous réellement que cette guerre s'achèvera -- do you really think that this war will end?,pensez-vous réellement que cette guerre s'achèvera,6,do you really think that this war will end?,72,1104,72 | 1104
1634,oser,none,v,to dare,* ose me dire que tu vas rester ici! -- dare to tell me that you will stay here!,ose me dire que tu vas rester ici!,8,dare to tell me that you will stay here!,71,1167-n,71 | 1167-n
1635,rassembler,none,v,to gather together,* je rassemblai assez de forces pour me lever -- I summoned enough energy to get up,je rassemblai assez de forces pour me lever,8,I summoned enough energy to get up,77,881,77 | 881
1639,corriger,none,v,to correct,* je voudrais corriger un petit détail technique -- I would like to correct a small technical detail,je voudrais corriger un petit détail technique,7,I would like to correct a small technical detail,79,795,79 | 795
1645,prier,none,v,to pray,* je vais prier pour que Dieu vous bénisse -- I'll pray for God to bless you,je vais prier pour que Dieu vous bénisse,8,I'll pray for God to bless you,65,1442-n,65 | 1442-n
1648,dominer,none,v,to dominate,* la France a dominé l'Europe pendant trois siècles -- France dominated Europe for three centuries,la France a dominé l'Europe pendant trois siècles,8,France dominated Europe for three centuries,75,974,75 | 974
1654,critiquer,none,v,to criticize,"* ils s'arrogent le droit de me critiquer, me juger -- they reserve the right to criticize me, to judge me","ils s'arrogent le droit de me critiquer, me juger",9,"they reserve the right to criticize me, to judge me",76,917,76 | 917
1658,évoluer,none,v,to evolve,* la situation évolue cependant dans le bon sens -- but the situation did evolve in the right direction,la situation évolue cependant dans le bon sens,8,but the situation did evolve in the right direction,72,1058,72 | 1058
1661,percevoir,none,v,to perceive,"* il était perçu comme agressif, arrogant et généralement hostile -- he was perceived as aggressive, arrogant, and generally hostile","il était perçu comme agressif, arrogant et généralement hostile",9,"he was perceived as aggressive, arrogant, and generally hostile",76,893,76 | 893
1663,approuver,none,v,to approve,* chacun de vos projets a été approuvé -- each of your trips has been approved,chacun de vos projets a été approuvé,7,each of your trips has been approved,68,1249,68 | 1249
1670,relier,none,v,to connect,* toutes les choses sont reliées. nous le savons -- everything is connected. we know that,toutes les choses sont reliées. nous le savons,8,everything is connected. we know that,78,784,78 | 784
1676,négocier,none,v,to negotiate,"* l'Israël veut dicter et non pas négocier -- Israel wants to dictate, not negotiate",l'Israël veut dicter et non pas négocier,7,"Israel wants to dictate, not negotiate",73,1033,73 | 1033
1678,rêver,none,v,to dream,* j'ai rêvé de toi -- I dreamed about you,j'ai rêvé de toi,4,I dreamed about you,71,1119,71 | 1119
1682,persuader,none,v,"to convince, persuade",* il était persuadé que j'avais un talent -- he was convinced I had a talent,il était persuadé que j'avais un talent,7,he was convinced I had a talent,82,635,82 | 635
1683,interpréter,none,v,to interpret,* ces résultats sont évidemment à interpréter avec prudence -- these results are clearly to be interpreted carefully,ces résultats sont évidemment à interpréter avec prudence,8,these results are clearly to be interpreted carefully,82,639,82 | 639
1686,marier,none,v,to marry,* il veut se marier avec moi -- he wants to marry me,il veut se marier avec moi,6,he wants to marry me,71,1082,71 | 1082
1695,introduire,none,v,to introduce,* on l'avait introduit dans une chambre -- he was taken into a room,on l'avait introduit dans une chambre,6,he was taken into a room,74,946,74 | 946
1705,descendre,Verbs of movement,v,"to go down, come down","* personne n'entre, personne ne descend du train -- nobody gets on or off the train","personne n'entre, personne ne descend du train",7,nobody gets on or off the train,60,1607,60 | 1607
1712,baser,none,v,to base,* cette loi se base sur trois principes -- this law is based on three principles,cette loi se base sur trois principes,7,this law is based on three principles,75,906,75 | 906
1718,déployer,none,v,"to deploy, open",* des chars d'assaut israéliens ont été déployés -- Israeli assault vehicles were deployed,des chars d'assaut israéliens ont été déployés,7,Israeli assault vehicles were deployed,78,781,78 | 781
1721,circuler,Verbs of movement,v,"to drive, circulate",* elle peut désormais circuler librement -- she can henceforth circulate freely,elle peut désormais circuler librement,5,she can henceforth circulate freely,84,520,84 | 520
1730,suspendre,none,v,"to suspend, postpone",* il faut suspendre la séance pour quelques instants -- the hearing will have to be suspended for a little while,il faut suspendre la séance pour quelques instants,8,the hearing will have to be suspended for a little while,75,874,75 | 874
1749,féliciter,Verbs – differences across registers,v,to congratulate,* je voulais te féliciter pour cette victoire -- I wanted to congratulate you on this victory,je voulais te féliciter pour cette victoire,7,I wanted to congratulate you on this victory,63,1420+s,63 | 1420+s
1764,intégrer,none,v,to integrate,* l'art est une tentative pour intégrer le mal -- art is an attempt to integrate evil,l'art est une tentative pour intégrer le mal,8,art is an attempt to integrate evil,71,1036,71 | 1036
1772,financer,none,v,to finance,* il a déjà financé des films en Europe -- he has already financed films in Europe,il a déjà financé des films en Europe,8,he has already financed films in Europe,67,1200,67 | 1200
1775,nier,none,v,to deny,"* vous ne pouvez pas le nier et les autres non plus -- you can't deny it, neither can the others",vous ne pouvez pas le nier et les autres non plus,11,"you can't deny it, neither can the others",79,680,79 | 680
1778,étonner,none,v,"to astonish, amaze","* évidemment, ça a étonné tout le monde -- evidently this stunned the whole world","évidemment, ça a étonné tout le monde",7,evidently this stunned the whole world,72,957,72 | 957
1781,accéder,none,v,"to access, reach, attain",* j'ai besoin d'accéder à ces données -- I need to access this data,j'ai besoin d'accéder à ces données,6,I need to access this data,83,540,83 | 540
1783,récupérer,none,v,"to get back, recover, recuperate",* nous avons récupéré vos armes -- we recovered your weapons,nous avons récupéré vos armes,5,we recovered your weapons,81,625,81 | 625
