number,french_lemma,thematic,pos,english,chinese_explanation,example,example_french,word count,example_english,range_count,frequency_raw,range_pipe_frequency,gender,lemma_article,plural_form,plural_type
1275,perspective,none,nf,"perspective, viewpoint",perspective；viewpoint,* je me place dans la perspective de mes personnages -- I place myself in the perspective of my characters,je me place dans la perspective de mes personnages,9,I place myself in the perspective of my characters,72,1579,72 | 1579,f,la,perspectives,regular -s
1276,défaut,none,nm,"fault, flaw, shortcoming",错误；过失；flaw；shortcoming,* on peut parler de mes défauts si tu veux -- we can talk about my shortcomings if you want,on peut parler de mes défauts si tu veux,9,we can talk about my shortcomings if you want,82,924,82 | 924,m,le,défauts,regular -s
1278,retard,none,nm,delay,延迟,"* viens, on va être en retard -- come, we're going to be late","viens, on va être en retard",6,"come, we're going to be late",77,1255,77 | 1255,m,le,retards,regular -s
1279,démocratie,none,nf,democracy,democracy,* nous avons choisi la démocratie comme mode de vie -- we have chosen democracy for a way of life,nous avons choisi la démocratie comme mode de vie,9,we have chosen democracy for a way of life,70,1681,70 | 1681,f,la,démocraties,regular -s
1281,silence,Nouns – differences across registers,nm,silence,安静,* ils regardèrent en silence les arbres du petit jardin -- in silence they watched the trees in the little garden,ils regardèrent en silence les arbres du petit jardin,9,in silence they watched the trees in the little garden,60,2402+l,60 | 2402+l,m,le,silences,regular -s
1282,troupe,none,nf,"troup, troop",troup；troop,* il faut remonter le moral des troupes -- the morale of the troops must be boosted again,il faut remonter le moral des troupes,7,the morale of the troops must be boosted again,72,1572,72 | 1572,f,la,troupes,regular -s
1286,stratégie,none,nf,strategy,策略,* nous espérons voir une stratégie intégrée -- we hope to see an integrated strategy,nous espérons voir une stratégie intégrée,6,we hope to see an integrated strategy,70,1695,70 | 1695,f,la,stratégies,regular -s
1287,bateau,Transportation,nm,"boat, ship",船；船；舰,* un seul bateau de pêche a survécu à la tourmente -- only one fishing boat survived the tempest,un seul bateau de pêche a survécu à la tourmente,10,only one fishing boat survived the tempest,77,1196,77 | 1196,m,le,bateaux,regular -x
1288,printemps,Time,nm(pl),spring,春天；弹簧,* c'est une splendide matinée de printemps -- it's a splendid spring morning,c'est une splendide matinée de printemps,6,it's a splendid spring morning,84,787,84 | 787,m,le,printemps,unchanged ending s/x/z
1289,course,Sports,nf,"race, shopping",比赛；种族；shopping,"* je viens faire des courses, alors je me suis arrêtée ici -- I came shopping, and then I stopped here","je viens faire des courses, alors je me suis arrêtée ici",11,"I came shopping, and then I stopped here",79,1108,79 | 1108,f,la,courses,regular -s
1290,exercice,Sports,nm,"exercise,",练习；运动,* j'ai fait un exercice avec nos collègues de la presse -- I carried out an exercise with our colleagues in the press,j'ai fait un exercice avec nos collègues de la presse,10,I carried out an exercise with our colleagues in the press,73,1460,73 | 1460,m,l’,exercices,regular -s
1292,visage,Nouns – differences across registers,nm,face,脸；表面,"* ils avaient de beaux visages tranquilles et las -- they had beautiful, peaceful, weary faces",ils avaient de beaux visages tranquilles et las,8,"they had beautiful, peaceful, weary faces",57,2618+l -n -s,57 | 2618+l -n -s,m,le,visages,regular -s
1293,droite,none,nf,right,权利；右边；正确,* elle tourna la tête à droite -- she turned her head to the right,elle tourna la tête à droite,6,she turned her head to the right,76,1247,76 | 1247,f,la,droites,regular -s
1294,machine,none,nf,machine,机器,* il faut arrêter la machine avant de la réparer -- you must stop the machine before repairing it,il faut arrêter la machine avant de la réparer,9,you must stop the machine before repairing it,77,1194,77 | 1194,f,la,machines,regular -s
1295,village,none,nm,village,村庄,* des dizaines de villages ont été rayés de la carte -- tens of villages were wiped off the map,des dizaines de villages ont été rayés de la carte,10,tens of villages were wiped off the map,72,1499,72 | 1499,m,le,villages,regular -s
1298,édition,none,nf,"publishing, editing, edition",publishing；编辑；edition,* c'est la fin de cette première édition d'informations -- that is the end of this early edition of the news,c'est la fin de cette première édition d'informations,8,that is the end of this early edition of the news,73,1481,73 | 1481,f,l’,éditions,regular -s
1299,organisme,Creating nouns – 1,nm,organism,organism,* c'est un organisme qui est mi-figue mi-raisin -- it's an organism that's half fig and half grape,c'est un organisme qui est mi-figue mi-raisin,7,it's an organism that's half fig and half grape,67,1835,67 | 1835,m,l’,organismes,regular -s
1300,leçon,none,nf,lesson,课,* je reçois ma leçon d'armes à six heures -- I get my weapons lesson at six o'clock,je reçois ma leçon d'armes à six heures,8,I get my weapons lesson at six o'clock,85,741,85 | 741,f,la,leçons,regular -s
1303,bataille,none,nf,battle,战斗,* on obéit à tes ordres et la bataille est gagnée -- we obey your orders and the battle is won,on obéit à tes ordres et la bataille est gagnée,10,we obey your orders and the battle is won,82,911,82 | 911,f,la,batailles,regular -s
1304,port,Transportation,nm,"harbour, port",harbour；port,* le dernier bateau quitte le port -- the last boat left the port,le dernier bateau quitte le port,6,the last boat left the port,80,1035,80 | 1035,m,le,ports,regular -s
1305,naissance,none,nf,birth,出生,* l'histoire commence avec la naissance d'un enfant étrange -- the story begins with the birth of a strange child,l'histoire commence avec la naissance d'un enfant étrange,8,the story begins with the birth of a strange child,81,974,81 | 974,f,la,naissances,regular -s
1308,hôpital,none,nm,hospital,医院,* le garçon est mort à l'hôpital -- the boy died at the hospital,le garçon est mort à l'hôpital,6,the boy died at the hospital,73,1413,73 | 1413,m,l’,hôpitaux,regular -al→aux
1309,circuit,Nouns – differences across registers,nm,circuit,circuit,* ce circuit doit être libéré selon la procédure normale -- this circuit must be discharged according to the normal procedure,ce circuit doit être libéré selon la procédure normale,9,this circuit must be discharged according to the normal procedure,44,3791-l +n -s,44 | 3791-l +n -s,m,le,circuits,regular -s
1311,degré,none,nm,degree,学位；程度,* il n'y a pas de degrés dans la sainteté -- there are no degrees of holiness,il n'y a pas de degrés dans la sainteté,9,there are no degrees of holiness,78,1147,78 | 1147,m,le,degrés,regular -s
1312,exigence,none,nf,"demand, strictness",需求；strictness,* c'est une exigence impossible à respecter -- it's a requirement impossible to meet,c'est une exigence impossible à respecter,6,it's a requirement impossible to meet,80,993,80 | 993,f,l’,exigences,regular -s
1313,rêve,none,nm,dream,梦,* on attend maintenant que nos rêves se réalisent -- now we're waiting for the fulfillment of our dreams,on attend maintenant que nos rêves se réalisent,8,now we're waiting for the fulfillment of our dreams,70,1647,70 | 1647,m,le,rêves,regular -s
1317,chapitre,none,nm,chapter,章节,* il reste un chapitre à écrire -- one chapter remains to be written,il reste un chapitre à écrire,6,one chapter remains to be written,75,1310,75 | 1310,m,le,chapitres,regular -s
1323,juge,Professions,"nm,nf",judge,法官；可作阳性或阴性,* il reviendra alors au juge de décider -- so it will be up to the judge to decide,il reviendra alors au juge de décider,7,so it will be up to the judge to decide,64,2031,64 | 2031,both,le/la,juges,regular -s
1324,après-midi,Time,nmi,afternoon,afternoon；可作阳性或阴性,* j'ai passé l'après-midi avec des amis -- I spent the afternoon with friends,j'ai passé l'après-midi avec des amis,6,I spent the afternoon with friends,67,1791,67 | 1791,both,l’,après-midis,compound regular
1326,juillet,Time,nm,July,七月,* la réunion s'ouvrit le 17 juillet -- the meeting began on July 17th,la réunion s'ouvrit le 17 juillet,6,the meeting began on July 17th,65,1960,65 | 1960,m,le,juillets,regular -s
1328,candidat,Professions,nm,candidate,候选人,* nous avons un candidat que nous soutenons -- we have a candidate who we support,nous avons un candidat que nous soutenons,7,we have a candidate who we support,66,1892,66 | 1892,m,le,candidats,regular -s
1330,résistance,none,nf,resistance,resistance,* sa résistance à la sonde mentale est considérable -- his resistance to the mental probe is significant,sa résistance à la sonde mentale est considérable,8,his resistance to the mental probe is significant,74,1342,74 | 1342,f,la,résistances,regular -s
1333,habitant,Relationships,nm,inhabitant,inhabitant,"* les 200.000 habitants ont fui -- the 200,000 inhabitants fled",les 200.000 habitants ont fui,5,"the 200,000 inhabitants fled",69,1698,69 | 1698,m,l’,habitants,regular -s
1334,formule,none,nf,"formula, expression",formula；表达；表情,* je garderai toujours cette formule -- I will always remember this expression,je garderai toujours cette formule,5,I will always remember this expression,80,972,80 | 972,f,la,formules,regular -s
1335,mur,none,nm,wall,墙,* il frappe le mur avec son doigt replié -- he knocked on the wall with his knuckle,il frappe le mur avec son doigt replié,8,he knocked on the wall with his knuckle,67,1768+l,67 | 1768+l,m,le,murs,regular -s
1336,tribunal,none,nm,court,法院；球场,* les tribunaux jouent un rôle essentiel -- the courts play an essential role,les tribunaux jouent un rôle essentiel,6,the courts play an essential role,63,2108,63 | 2108,m,le,tribunaux,regular -al→aux
1337,journaliste,Creating nouns – 1,"nm,nf",journalist,记者；可作阳性或阴性,* ce journaliste a la double nationalité française et américaine -- this journalist has dual French and American nationality,ce journaliste a la double nationalité française et américaine,9,this journalist has dual French and American nationality,64,2021,64 | 2021,both,le/la,journalistes,regular -s
1342,résolution,none,nf,resolution,决议；分辨率；解决,* il est important que nous adoptions cette résolution -- it's important that we adopt this resolution,il est important que nous adoptions cette résolution,8,it's important that we adopt this resolution,63,2023,63 | 2023,f,la,résolutions,regular -s
1344,marque,none,nf,"brand, mark",品牌；标记；分数,* il y a des marques sur les portes -- there are marks on the doors,il y a des marques sur les portes,8,there are marks on the doors,83,792,83 | 792,f,la,marques,regular -s
1345,utilisation,none,nf,use,使用,* je ne veux pas que l'utilisation des phtalates soit bannie -- I don't want the use of phthalates to be banned,je ne veux pas que l'utilisation des phtalates soit bannie,10,I don't want the use of phthalates to be banned,66,1860,66 | 1860,f,l’,utilisations,regular -s
1346,offre,none,nf,offer,offer,* il n'y avait aucune offre d'emploi -- there weren't any job offers,il n'y avait aucune offre d'emploi,6,there weren't any job offers,81,924,81 | 924,f,l’,offres,regular -s
1350,constitution,none,nf,constitution,constitution,"* premièrement, nous devons respecter la constitution -- first, we must respect the constitution","premièrement, nous devons respecter la constitution",6,"first, we must respect the constitution",72,1431,72 | 1431,f,la,constitutions,regular -s
1351,participation,none,nf,participation,参与,* comment qualifieriez-vous votre participation? -- how would you characterize your participation?,comment qualifieriez-vous votre participation?,4,how would you characterize your participation?,69,1600,69 | 1600,f,la,participations,regular -s
1352,évolution,none,nf,evolution,evolution,* la rapidité de cette évolution n'est pas surprenante -- the swiftness of this evolution is not surprising,la rapidité de cette évolution n'est pas surprenante,8,the swiftness of this evolution is not surprising,66,1810,66 | 1810,f,l’,évolutions,regular -s
1355,samedi,Time,nm,Saturday,星期六,* elle organisera une fête samedi -- she will organize a party on Sunday,elle organisera une fête samedi,5,she will organize a party on Sunday,50,3090+n -s,50 | 3090+n -s,m,le,samedis,regular -s
1362,transfert,none,nm,transfer,转移；转账,* le transfert aura lieu sous deux semaines -- the transfer will take place in two weeks,le transfert aura lieu sous deux semaines,7,the transfer will take place in two weeks,61,2159,61 | 2159,m,le,transferts,regular -s
1364,roi,none,nm,king,国王,"* une nuit, le roi lui apparut en rêve -- one night, the king appeared to him in a dream","une nuit, le roi lui apparut en rêve",8,"one night, the king appeared to him in a dream",68,1702,68 | 1702,m,le,rois,regular -s
1366,téléphone,none,nm,telephone,telephone,* les téléphones ne marchent pas -- the telephones don't work,les téléphones ne marchent pas,5,the telephones don't work,75,1241,75 | 1241,m,le,téléphones,regular -s
1368,foi,none,nf,faith,faith,* tu as la foi...nous avons tous besoin de foi -- you have faith...we all need faith,tu as la foi...nous avons tous besoin de foi,9,you have faith...we all need faith,76,1172,76 | 1172,f,la,fois,regular -s
1369,motif,none,nm,"motive, purpose",motive；目的,* je ne voyais aucun motif de refus -- I didn't see any reason for refusal,je ne voyais aucun motif de refus,7,I didn't see any reason for refusal,83,808,83 | 808,m,le,motifs,regular -s
1371,tradition,none,nf,tradition,tradition,* il faut s'enraciner dans ses traditions -- you have to be rooted in your traditions,il faut s'enraciner dans ses traditions,6,you have to be rooted in your traditions,78,1050,78 | 1050,f,la,traditions,regular -s
1372,institut,none,nm,institute,institute,"* à l'institut, j'ai été formée à l'orthophonie -- at the institute I majored in speech therapy","à l'institut, j'ai été formée à l'orthophonie",7,at the institute I majored in speech therapy,75,1236,75 | 1236,m,l’,instituts,regular -s
1373,victoire,none,nf,victory,胜利,"* beau match. enfin, une victoire -- nice game. finally, a victory","beau match. enfin, une victoire",5,"nice game. finally, a victory",66,1786,66 | 1786,f,la,victoires,regular -s
1374,arrêt,none,nm,stop,stop,* l'arrêt cardiaque est un état de mort apparente -- a heart attack is a state of apparent death,l'arrêt cardiaque est un état de mort apparente,8,a heart attack is a state of apparent death,76,1176,76 | 1176,m,l’,arrêts,regular -s
1375,concours,none,nm(pl),"entrance exam, competition",入口；进入考试；比赛；竞争,* vous avez gagné le concours? -- did you win the competition?,vous avez gagné le concours?,5,did you win the competition?,86,627,86 | 627,m,le,concours,unchanged ending s/x/z
1376,vis-à-vis,none,"nm(pl),prep","face to face, regarding",脸；表面到脸；表面；regarding,* il reprenait sa liberté vis-à-vis de moi -- he regained his freedom from me,il reprenait sa liberté vis-à-vis de moi,7,he regained his freedom from me,82,869,82 | 869,m,le,vis-à-vis,invariable compound
1381,tentative,none,nf,attempt,尝试,"* à la troisième tentative, l'homme part le premier -- on the third attempt, the man left first","à la troisième tentative, l'homme part le premier",8,"on the third attempt, the man left first",75,1253,75 | 1253,f,la,tentatives,regular -s
1385,côte,Natural features and plants,nf,coast,海岸,* on est basés sur la côte ouest -- we're based on the west coast,on est basés sur la côte ouest,7,we're based on the west coast,76,1140,76 | 1140,f,la,côtes,regular -s
1386,génération,none,nf,generation,一代,* une nouvelle génération prend le pouvoir -- a new generation takes over,une nouvelle génération prend le pouvoir,6,a new generation takes over,74,1304,74 | 1304,f,la,générations,regular -s
1387,vent,Weather,nm,wind,风,* dans la rue il faisait du vent -- it was windy in the street,dans la rue il faisait du vent,7,it was windy in the street,70,1545,70 | 1545,m,le,vents,regular -s
1388,technologie,none,nf,technology,技术,"* en Chine, on utilise cette technologie depuis plus de 20 ans -- in China this technology has been used for over 20 years","en Chine, on utilise cette technologie depuis plus de 20 ans",11,in China this technology has been used for over 20 years,69,1577-l,69 | 1577-l,f,la,technologies,regular -s
1390,dépit,none,nm,"spite, heartache",spite；heartache,* j'ai ressenti un soulagement mêlé de dépit -- I felt relief mixed with spite,j'ai ressenti un soulagement mêlé de dépit,7,I felt relief mixed with spite,81,897,81 | 897,m,le,dépits,regular -s
1391,équilibre,none,nm,"balance, equilibrium",余额；平衡；equilibrium,* j'aperçois une sorte d'équilibre qui peut durer longtemps -- I sense a kind of equilibrium that may endure,j'aperçois une sorte d'équilibre qui peut durer longtemps,8,I sense a kind of equilibrium that may endure,77,1124,77 | 1124,m,l’,équilibres,regular -s
1393,obstacle,none,nm,obstacle,obstacle,* j'ai surmonté tous les obstacles -- I overcame all the obstacles,j'ai surmonté tous les obstacles,5,I overcame all the obstacles,85,699,85 | 699,m,l’,obstacles,regular -s
1394,réflexion,Natural features and plants,nf,reflection,反思；倒影,* elle le surprend en pleine réflexion -- she surprised him as he was deep in thought,elle le surprend en pleine réflexion,6,she surprised him as he was deep in thought,74,1248,74 | 1248,f,la,réflexions,regular -s
1397,revanche,none,nf,revenge; return,复仇；返回；回报,"* elle, en revanche, m'inspecta avec désinvolture -- she, in return, inspected me with detachment","elle, en revanche, m'inspecta avec désinvolture",6,"she, in return, inspected me with detachment",70,1529,70 | 1529,f,la,revanches,regular -s
1399,station,none,nf,station,车站；电台,* il a traîné dans la station toute la journée -- he lingered in the station all day,il a traîné dans la station toute la journée,9,he lingered in the station all day,58,2343,58 | 2343,f,la,stations,regular -s
1402,catégorie,none,nf,category,类别,* les autres catégories de l'entreprise sont concernées par cette démarche -- the other kinds of companies are worried about this process,les autres catégories de l'entreprise sont concernées par cette démarche,10,the other kinds of companies are worried about this process,74,1264,74 | 1264,f,la,catégories,regular -s
1403,mine,none,nf,"mine; appearance, look, mien",mine；外观；外观；眼神；mien,* je haussai les épaules et fis mine de rire -- I shrugged my shoulders and feigned laughing,je haussai les épaules et fis mine de rire,9,I shrugged my shoulders and feigned laughing,84,726,84 | 726,f,la,mines,regular -s
1406,propriétaire,Professions,"nm,nf",owner,主人；业主；可作阳性或阴性,* vous êtes le propriétaire des lieux? -- you're the owner of this property?,vous êtes le propriétaire des lieux?,6,you're the owner of this property?,83,758,83 | 758,both,le/la,propriétaires,regular -s
1408,priorité,none,nf,priority,优先级,* il faut maintenant donner la priorité aux enfants -- now we must give priority to the children,il faut maintenant donner la priorité aux enfants,8,now we must give priority to the children,70,1489,70 | 1489,f,la,priorités,regular -s
1409,avion,Transportation,nm,plane,飞机,"* en voiture, en avion, j'aime le mouvement -- in a car, in an airplane, I like motion","en voiture, en avion, j'aime le mouvement",7,"in a car, in an airplane, I like motion",67,1704,67 | 1704,m,l’,avions,regular -s
1412,photo,none,nf,photo,照片,* je peux voir la photo? -- can I see the photo?,je peux voir la photo?,5,can I see the photo?,71,1433,71 | 1433,f,la,photos,regular -s
1416,navire,Transportation,nm,ship,船；舰,* je suis comme le capitaine d'un navire -- I'm like the captain of a ship,je suis comme le capitaine d'un navire,7,I'm like the captain of a ship,80,929,80 | 929,m,le,navires,regular -s
1417,centaine,none,nf,hundred,百,* la pétition est signée par plusieurs centaines de résidents -- the petition was signed by hundreds of residents,la pétition est signée par plusieurs centaines de résidents,9,the petition was signed by hundreds of residents,68,1590,68 | 1590,f,la,centaines,regular -s
1418,explication,none,nf,explanation,explanation,* il doit y avoir une explication rationnelle -- there must be a rational explanation,il doit y avoir une explication rationnelle,7,there must be a rational explanation,80,900,80 | 900,f,l’,explications,regular -s
1420,appareil,none,nm,"apparatus, device",设备；机构；设备,* place la bobine vierge sur l'appareil -- place the empty reel on the machine,place la bobine vierge sur l'appareil,6,place the empty reel on the machine,71,1437,71 | 1437,m,l’,appareils,regular -s
1421,publication,none,nf,publication,publication,* vous pouvez parler de vos publications? -- can you talk about your publications?,vous pouvez parler de vos publications?,6,can you talk about your publications?,81,871,81 | 871,f,la,publications,regular -s
1423,trait,none,nm,"line, feature",线；行；功能；特征,"* mon trait est très fin, comme des cheveux -- I have very fine features, like hair","mon trait est très fin, comme des cheveux",8,"I have very fine features, like hair",72,1376,72 | 1376,m,le,traits,regular -s
1424,référence,none,nf,reference,参考；引用,* je n'ai pas compris sa référence aux oiseaux -- I didn't understand his reference to the birds,je n'ai pas compris sa référence aux oiseaux,8,I didn't understand his reference to the birds,65,1754,65 | 1754,f,la,références,regular -s
1425,bois,Natural features and plants,nm(pl),wood,木头；树林,* tu attendras dans les bois que la nuit tombe -- you will wait in the woods until nightfall,tu attendras dans les bois que la nuit tombe,9,you will wait in the woods until nightfall,72,1365,72 | 1365,m,le,bois,unchanged ending s/x/z
1427,symbole,none,nm,symbol,符号,* je peux déchiffrer les symboles -- I can decipher the symbols,je peux déchiffrer les symboles,5,I can decipher the symbols,86,587,86 | 587,m,le,symboles,regular -s
1428,consommation,none,nf,consumption,消费,* cela aura un impact sur la consommation -- this will have an impact on consumption,cela aura un impact sur la consommation,7,this will have an impact on consumption,75,1155,75 | 1155,f,la,consommations,regular -s
1430,chômage,none,nm,unemployment,unemployment,* le chômage chez les jeunes est devenu un grave problème -- unemployment among the youth has become a serious problem,le chômage chez les jeunes est devenu un grave problème,10,unemployment among the youth has become a serious problem,64,1856,64 | 1856,m,le,chômages,regular -s
1431,courage,none,nm,courage,courage,* j'en ai pas le courage. je suis fatiguée -- I don't have the courage. I'm tired,j'en ai pas le courage. je suis fatiguée,8,I don't have the courage. I'm tired,79,941,79 | 941,m,le,courages,regular -s
1432,reconnaissance,none,nf,"recognition, gratitude",recognition；gratitude,* les fêtes musulmanes n'avaient aucune reconnaissance officielle -- Moslem holidays weren't officially recognized at all,les fêtes musulmanes n'avaient aucune reconnaissance officielle,7,Moslem holidays weren't officially recognized at all,74,1217,74 | 1217,f,la,reconnaissances,regular -s
1433,entretien,none,nm,"interview, discussion, maintenance",面试；采访；讨论；维护,* je devais réaliser un entretien pour un mensuel -- I had to conduct an interview for a monthly magazine,je devais réaliser un entretien pour un mensuel,8,I had to conduct an interview for a monthly magazine,66,1672,66 | 1672,m,l’,entretiens,regular -s
1435,kilomètre,none,nm,kilometer,kilometer,* j'ai un jardin à vingt-cinq kilomètres de Paris -- I have a garden 25 kilometers from Paris,j'ai un jardin à vingt-cinq kilomètres de Paris,8,I have a garden 25 kilometers from Paris,64,1845,64 | 1845,m,le,kilomètres,regular -s
1437,identité,none,nf,identity,身份,* donnez-moi d'abord votre carte d'identité -- first give me your identification card,donnez-moi d'abord votre carte d'identité,5,first give me your identification card,75,1151,75 | 1151,f,l’,identités,regular -s
1438,amendement,Nouns – differences across registers,nm,amendment,amendment,* la Commission a accepté une partie des amendements -- the commission accepted some of the amendments,la Commission a accepté une partie des amendements,8,the commission accepted some of the amendments,47,3107-l -n +s,47 | 3107-l -n +s,m,l’,amendements,regular -s
1440,division,Creating nouns – 2,nf,division,分裂；部门,* l'Irak disposait de trois divisions près de la frontière -- Iraq had three divisions close to the border,l'Irak disposait de trois divisions près de la frontière,9,Iraq had three divisions close to the border,78,1014,78 | 1014,f,la,divisions,regular -s
1441,contexte,none,nm,context,语境；背景,* comment tenez-vous compte du contexte social en thérapie? -- how do you account for the social context in therapy?,comment tenez-vous compte du contexte social en thérapie?,8,how do you account for the social context in therapy?,68,1535,68 | 1535,m,le,contextes,regular -s
1444,obligation,none,nf,"obligation, bond",obligation；债券,* nous avons une obligation morale de redresser les torts du passé -- we have a moral obligation to right the wrongs of the past,nous avons une obligation morale de redresser les torts du passé,11,we have a moral obligation to right the wrongs of the past,69,1523,69 | 1523,f,l’,obligations,regular -s
1445,août,Time,nm,August,八月,* je suis né en août -- I was born in August,je suis né en août,5,I was born in August,65,1752+n -s,65 | 1752+n -s,m,l’,aoûts,regular -s
1448,examen,none,nm,exam,考试,* on commence par faire un examen clinique -- we'll start by doing a clinical exam,on commence par faire un examen clinique,7,we'll start by doing a clinical exam,68,1547,68 | 1547,m,l’,examens,regular -s
1449,personnage,Relationships,nm,"character, individual",性格；角色；字符；个人,* les personnages de mes romans me jouent des tours -- the characters in my novels play tricks on me,les personnages de mes romans me jouent des tours,9,the characters in my novels play tricks on me,61,1995,61 | 1995,m,le,personnages,regular -s
1455,ouverture,Creating nouns – 1,nf,opening,开口；开幕,* chaque ouverture de magasin crée une vingtaine d'emplois -- every store we open creates about twenty jobs,chaque ouverture de magasin crée une vingtaine d'emplois,8,every store we open creates about twenty jobs,69,1501,69 | 1501,f,l’,ouvertures,regular -s
1456,tableau,none,nm,"frame, picture, painting, panel",框架；图片；绘画；面板；小组,* allez vérifier le tableau d'alerte -- go check the alarm panel,allez vérifier le tableau d'alerte,5,go check the alarm panel,58,2176+n -s,58 | 2176+n -s,m,le,tableaux,regular -x
1458,meurtre,none,nm,murder,谋杀,* vous êtes accusé de meurtre! -- you are accused of murder!,vous êtes accusé de meurtre!,5,you are accused of murder!,77,1023,77 | 1023,m,le,meurtres,regular -s
1460,propriété,none,nf,property,属性；财产,* vous êtes sur ma propriété -- you're on my property,vous êtes sur ma propriété,5,you're on my property,78,987,78 | 987,f,la,propriétés,regular -s
1462,site,none,nm,site,地点；网站,* combien de sites Internet avez-vous? -- how many websites do you have?,combien de sites Internet avez-vous?,5,how many websites do you have?,65,1677,65 | 1677,m,le,sites,regular -s
1463,séance,none,nf,"session, meeting",会议；时段；会议；会面,* elle se souvient d'une séance particulièrement pénible -- she remembers a particularly painful session,elle se souvient d'une séance particulièrement pénible,7,she remembers a particularly painful session,70,1418,70 | 1418,f,la,séances,regular -s
1464,durée,Time,nf,"length, duration",长度；持续时间,* il faudrait alors augmenter la durée du travail -- then we would need to lengthen the work timeframe,il faudrait alors augmenter la durée du travail,8,then we would need to lengthen the work timeframe,68,1543,68 | 1543,f,la,durées,regular -s
1466,baisse,none,nf,"fall, drop",秋天；下降；滴；下降,* il devrait y avoir une baisse d'autres impôts -- there should be a drop in the other taxes,il devrait y avoir une baisse d'autres impôts,8,there should be a drop in the other taxes,61,1939+n,61 | 1939+n,f,la,baisses,regular -s
1467,inquiétude,none,nf,"worry, anxiety",担心；anxiety,* j'entretenais de sérieuses inquiétudes à ce sujet -- I harbored serious anxiety on the project,j'entretenais de sérieuses inquiétudes à ce sujet,7,I harbored serious anxiety on the project,79,943,79 | 943,f,l’,inquiétudes,regular -s
1469,représentation,none,nf,representation,representation,* votre souci est la représentation des femmes -- your concern is for the representation of women,votre souci est la représentation des femmes,7,your concern is for the representation of women,78,968,78 | 968,f,la,représentations,regular -s
1471,mandat,none,nm,"term, mandate",术语；期限；mandate,* sa présence à un second mandat est inévitable -- his presence in a second term is inevitable,sa présence à un second mandat est inévitable,8,his presence in a second term is inevitable,71,1369,71 | 1369,m,le,mandats,regular -s
1472,quinze,none,"det,nmi",fifteen,十五,* David s'arrêta devant une tour de quinze étages -- David stopped in front of a fifteen-story tower,David s'arrêta devant une tour de quinze étages,8,David stopped in front of a fifteen-story tower,70,1419,70 | 1419,m,le,quinze,number noun / usually invariable
1474,statut,none,nm,status,状态；身份,* le jeune reste sous statut scolaire -- the young man remains in student status,le jeune reste sous statut scolaire,6,the young man remains in student status,75,1147,75 | 1147,m,le,statuts,regular -s
1475,essai,none,nm,"attempt, try, test",尝试；try；测试,* ça demanderait un essai et je ne suis pas une spécialiste -- that would require an essay and I'm not a specialist,ça demanderait un essai et je ne suis pas une spécialiste,11,that would require an essay and I'm not a specialist,54,2462+n -s,54 | 2462+n -s,m,l’,essais,regular -s
1481,agence,none,nf,agency,机构；代理,* il a décidé de créer une agence -- he decided to create an agency,il a décidé de créer une agence,7,he decided to create an agency,65,1712,65 | 1712,f,l’,agences,regular -s
1482,usine,none,nf,factory,factory,* je rouvre une usine aux États-Unis -- I'm reopening a factory in the U.S.,je rouvre une usine aux États-Unis,6,I'm reopening a factory in the U.S.,76,1058,76 | 1058,f,l’,usines,regular -s
1484,rang,none,nm,"rank, row",等级；排名；row,* nous sommes assis au premier rang -- we sat on the first row,nous sommes assis au premier rang,6,we sat on the first row,79,915,79 | 915,m,le,rangs,regular -s
1485,employé,none,nm,employee,员工,* les patrons veulent des employés qualifiés -- bosses want qualified employees,les patrons veulent des employés qualifiés,6,bosses want qualified employees,68,1529+s,68 | 1529+s,m,l’,employés,regular -s
1486,sommet,none,nm,summit,summit,* le sommet extraordinaire de Bruxelles n'était pas une fête -- the special summit at Brussels was no picnic,le sommet extraordinaire de Bruxelles n'était pas une fête,9,the special summit at Brussels was no picnic,62,1835,62 | 1835,m,le,sommets,regular -s
1489,comportement,none,nm,behavior,行为,* leur comportement agressif et violent ne change pas -- their aggressive and violent behavior is not changing,leur comportement agressif et violent ne change pas,8,their aggressive and violent behavior is not changing,73,1199,73 | 1199,m,le,comportements,regular -s
1490,fête,Time,nf,"holiday, celebration",假期；celebration,* c'est une fête privée -- it's a private party,c'est une fête privée,4,it's a private party,74,1174,74 | 1174,f,la,fêtes,regular -s
1491,sol,Natural features and plants,nm,"floor, ground",地板；楼层；地面,* nous dormions sur le sol en béton -- we were sleeping on the cement-covered ground,nous dormions sur le sol en béton,7,we were sleeping on the cement-covered ground,75,1124,75 | 1124,m,le,sols,regular -s
1494,réduction,none,nf,reduction,减少,* il parle aussi des réductions d'impôt -- he's also talking about tax reductions,il parle aussi des réductions d'impôt,6,he's also talking about tax reductions,62,1848,62 | 1848,f,la,réductions,regular -s
1496,coopération,none,nf,cooperation,cooperation,* nous ne bénéficions pas toujours d'une coopération sérieuse de leur part -- we don't always enjoy serious cooperation on their behalf,nous ne bénéficions pas toujours d'une coopération sérieuse de leur part,11,we don't always enjoy serious cooperation on their behalf,64,1751,64 | 1751,f,la,coopérations,regular -s
1497,vertu,none,nf,virtue,virtue,"* la vertu et le vice, tout se confond -- virtue and vice, everything's getting mixed up","la vertu et le vice, tout se confond",8,"virtue and vice, everything's getting mixed up",67,1557,67 | 1557,f,la,vertus,regular -s
